,RMSE
"(5, 1, 7)(3, 1, 1, 12)",0.2859110435732317
"(5, 2, 7)(3, 1, 1, 12)",0.32761243157238895
"(7, 1, 1)(3, 1, 1, 12)",0.24848988187900264
"(7, 2, 1)(3, 1, 1, 12)",0.4368030046585823
"(7, 1, 2)(3, 1, 1, 12)",0.25299360036629825
"(7, 2, 2)(3, 1, 1, 12)",0.27436908690277956
"(7, 1, 3)(3, 1, 1, 12)",0.16488965023428234
"(7, 2, 3)(3, 1, 1, 12)",0.15583615937368772
"(7, 1, 4)(3, 1, 1, 12)",1.8093753068496982e+65
"(7, 2, 4)(3, 1, 1, 12)",15987.95007687006
"(7, 1, 5)(3, 1, 1, 12)",0.26623131336072076
"(7, 2, 5)(3, 1, 1, 12)",0.6900823587269395
"(7, 1, 7)(3, 1, 1, 12)",0.31818470733334275
"(7, 2, 7)(3, 1, 1, 12)",0.34117840597808785
"(1, 1, 1)(3, 0, 2, 12)",0.385920779011374
"(1, 2, 1)(3, 0, 2, 12)",0.22565367644865594
"(1, 1, 2)(3, 0, 2, 12)",0.23591311341933388
"(1, 2, 2)(3, 0, 2, 12)",0.3194299448989923
"(1, 1, 3)(3, 0, 2, 12)",0.38169217332367417
"(1, 2, 3)(3, 0, 2, 12)",0.3065956767315565
"(1, 1, 4)(3, 0, 2, 12)",0.19237668890337606
"(1, 2, 4)(3, 0, 2, 12)",0.3425023800123657
"(1, 1, 5)(3, 0, 2, 12)",0.22611675352672586
"(1, 2, 5)(3, 0, 2, 12)",0.1899195719100934
"(1, 1, 7)(3, 0, 2, 12)",0.24476405336146811
"(1, 2, 7)(3, 0, 2, 12)",0.18951274156598927
"(2, 1, 1)(3, 0, 2, 12)",0.2496069103435113
"(2, 2, 1)(3, 0, 2, 12)",0.24943405257924517
"(2, 1, 2)(3, 0, 2, 12)",0.16908768729679813
"(2, 2, 2)(3, 0, 2, 12)",0.28133520757847724
"(2, 1, 3)(3, 0, 2, 12)",0.20873296888319318
"(2, 2, 3)(3, 0, 2, 12)",0.38678587597374725
"(2, 1, 4)(3, 0, 2, 12)",0.36807976289025307
"(2, 2, 4)(3, 0, 2, 12)",0.3447262760587924
"(2, 1, 5)(3, 0, 2, 12)",0.27526015900866724
"(2, 2, 5)(3, 0, 2, 12)",0.39680937318088266
"(2, 1, 7)(3, 0, 2, 12)",0.24603376228795085
"(2, 2, 7)(3, 0, 2, 12)",0.18474718174797403
"(3, 1, 1)(3, 0, 2, 12)",0.22113078066719052
"(3, 2, 1)(3, 0, 2, 12)",0.2507877075820307
"(3, 1, 2)(3, 0, 2, 12)",0.214894312564776
"(3, 2, 2)(3, 0, 2, 12)",0.21734646290953302
"(3, 1, 3)(3, 0, 2, 12)",0.2526455048833565
"(3, 2, 3)(3, 0, 2, 12)",0.3418795918258552
"(3, 1, 4)(3, 0, 2, 12)",0.30493037568742803
"(3, 2, 4)(3, 0, 2, 12)",0.2036455856657243
"(3, 1, 5)(3, 0, 2, 12)",0.3328640881912515
"(3, 2, 5)(3, 0, 2, 12)",0.3386961479711291
"(3, 1, 7)(3, 0, 2, 12)",0.2457732484446942
"(3, 2, 7)(3, 0, 2, 12)",0.19518841470743153
"(5, 1, 1)(3, 0, 2, 12)",0.1945405467004776
"(5, 2, 1)(3, 0, 2, 12)",0.3857828997425917
"(5, 1, 2)(3, 0, 2, 12)",0.18491869078688142
"(5, 2, 2)(3, 0, 2, 12)",0.19428831339498404
"(5, 1, 3)(3, 0, 2, 12)",0.17725871678100028
"(5, 2, 3)(3, 0, 2, 12)",0.17549968542445868
"(5, 1, 4)(3, 0, 2, 12)",0.35386211987755883
"(5, 2, 4)(3, 0, 2, 12)",0.3898611890827228
"(5, 1, 5)(3, 0, 2, 12)",0.31465670646357474
"(5, 2, 5)(3, 0, 2, 12)",0.3297916830992979
"(5, 1, 7)(3, 0, 2, 12)",0.24393194479695107
"(5, 2, 7)(3, 0, 2, 12)",0.36773867479400013
"(7, 1, 1)(3, 0, 2, 12)",0.18872331969395187
"(7, 2, 1)(3, 0, 2, 12)",0.4920408002101861
"(7, 1, 2)(3, 0, 2, 12)",0.19438350115802708
"(7, 2, 2)(3, 0, 2, 12)",0.1780716460780484
"(7, 1, 3)(3, 0, 2, 12)",0.18234063096830616
"(7, 2, 3)(3, 0, 2, 12)",0.3799757671668336
"(7, 1, 4)(3, 0, 2, 12)",0.2350466518050086
"(7, 2, 4)(3, 0, 2, 12)",5.56189222203123e+33
"(7, 1, 5)(3, 0, 2, 12)",0.17773861303936153
"(7, 2, 5)(3, 0, 2, 12)",0.3259377149802099
"(7, 1, 7)(3, 0, 2, 12)",0.18917990778650656
"(7, 2, 7)(3, 0, 2, 12)",0.3127311354934358
"(1, 1, 1)(3, 1, 2, 12)",0.3915487462314973
"(1, 2, 1)(3, 1, 2, 12)",0.2016094137976433
"(1, 1, 2)(3, 1, 2, 12)",0.25695861185104896
"(1, 2, 2)(3, 1, 2, 12)",0.3461275040443
"(1, 1, 3)(3, 1, 2, 12)",0.22408779102205037
"(1, 2, 3)(3, 1, 2, 12)",0.28376763298305785
"(1, 1, 4)(3, 1, 2, 12)",0.222571593135945
"(1, 2, 4)(3, 1, 2, 12)",0.355203240967097
"(1, 1, 5)(3, 1, 2, 12)",0.24369558128383206
"(1, 2, 5)(3, 1, 2, 12)",0.34506304186474873
"(1, 1, 7)(3, 1, 2, 12)",0.2280431403465863
"(1, 2, 7)(3, 1, 2, 12)",0.3260689916224494
"(2, 1, 1)(3, 1, 2, 12)",0.28831093520448475
"(2, 2, 1)(3, 1, 2, 12)",0.24888288141002346
"(2, 1, 2)(3, 1, 2, 12)",0.24076514738940372
"(2, 2, 2)(3, 1, 2, 12)",0.20623201106490371
"(2, 1, 3)(3, 1, 2, 12)",0.20908218667764053
"(2, 2, 3)(3, 1, 2, 12)",0.35140052870991945
"(2, 1, 4)(3, 1, 2, 12)",0.23442580606632943
"(2, 2, 4)(3, 1, 2, 12)",0.25902066150081765
"(2, 1, 5)(3, 1, 2, 12)",0.21887688354787108
"(2, 2, 5)(3, 1, 2, 12)",0.18762702998118416
"(2, 1, 7)(3, 1, 2, 12)",0.23074051729798795
"(2, 2, 7)(3, 1, 2, 12)",0.34223549948243726
"(3, 1, 1)(3, 1, 2, 12)",0.29023822659755877
"(3, 2, 1)(3, 1, 2, 12)",0.29848308696324305
"(3, 1, 2)(3, 1, 2, 12)",0.27518837252789863
"(3, 2, 2)(3, 1, 2, 12)",0.3479170069931696
"(3, 1, 3)(3, 1, 2, 12)",0.22042241726597792
"(3, 2, 3)(3, 1, 2, 12)",0.35005699958716097
"(3, 1, 4)(3, 1, 2, 12)",0.22166301685187784
"(3, 2, 4)(3, 1, 2, 12)",0.2952105931486991
"(3, 1, 5)(3, 1, 2, 12)",0.22611802079721682
"(3, 2, 5)(3, 1, 2, 12)",0.3306362367621462
"(3, 1, 7)(3, 1, 2, 12)",0.2707770983148614
"(3, 2, 7)(3, 1, 2, 12)",0.3624841548940509
"(5, 1, 1)(3, 1, 2, 12)",0.22863019398201884
"(5, 2, 1)(3, 1, 2, 12)",0.32312329751903485
"(5, 1, 2)(3, 1, 2, 12)",0.2422012847725049
"(5, 2, 2)(3, 1, 2, 12)",0.33015225951883836
"(5, 1, 3)(3, 1, 2, 12)",0.23805569051687672
"(5, 2, 3)(3, 1, 2, 12)",0.38840470966905005
"(5, 1, 4)(3, 1, 2, 12)",0.28335427230524396
"(5, 2, 4)(3, 1, 2, 12)",0.3630382298509774
"(5, 1, 5)(3, 1, 2, 12)",0.3025411686519258
"(5, 2, 5)(3, 1, 2, 12)",0.544131048777287
"(5, 1, 7)(3, 1, 2, 12)",0.23508890952885142
"(5, 2, 7)(3, 1, 2, 12)",0.3906190206915304
"(7, 1, 1)(3, 1, 2, 12)",0.24020672372222035
"(7, 2, 1)(3, 1, 2, 12)",0.3410071930671381
"(7, 1, 2)(3, 1, 2, 12)",0.23909053314751988
"(7, 2, 2)(3, 1, 2, 12)",0.33390909312185735
"(7, 1, 3)(3, 1, 2, 12)",0.23507478659327818
"(7, 2, 3)(3, 1, 2, 12)",0.1802750334470374
"(7, 1, 4)(3, 1, 2, 12)",1.3972734008525523e+65
"(7, 2, 4)(3, 1, 2, 12)",2281.2366106985005
"(7, 1, 5)(3, 1, 2, 12)",0.23041334487613963
"(7, 2, 5)(3, 1, 2, 12)",0.5303667175593937
"(7, 1, 7)(3, 1, 2, 12)",0.30499504936500454
"(7, 2, 7)(3, 1, 2, 12)",0.2899123757148081
